"V1" "V2"
"570" "Gilbertidia sigalutes" "Brevoortia sp."
"571" "Hemilepidotus hemilepidotus" "Brevoortia sp."
"572" "Hemilepidotus spinosus" "Brevoortia sp."
"573" "Hexagrammos decagrammus" "Brevoortia sp."
"574" "Lumpenus sagitta" "Brevoortia sp."
"575" "Nototheniops larseni" "Brevoortia sp."
"576" "Oncorhynchus gorbuscha" "Brevoortia sp."
"577" "Oncorhynchus keta" "Brevoortia sp."
"578" "Ophiodon elongatus" "Brevoortia sp."
"579" "Pleuragramma antarcticum" "Brevoortia sp."
"580" "Psychrolutes paradoxus" "Brevoortia sp."
"581" "Rhamphocottus richardsoni" "Brevoortia sp."
"582" "Theragra chalcogramma" "Brevoortia sp."
"583" "Radiolaria" "bryozoa larvae"
"584" "amphipod" "Buglossidium luteum"
"585" "Bivalve" "Buglossidium luteum"
"586" "Calliopius sp." "Buglossidium luteum"
"587" "Clupea pallasii" "Buglossidium luteum"
"588" "Copepod copepodite" "Buglossidium luteum"
"589" "Copepod egg" "Buglossidium luteum"
"590" "copepod nauplius" "Buglossidium luteum"
"591" "E.superba furcilia" "Buglossidium luteum"
"592" "Euphausa superba" "Buglossidium luteum"
"593" "euphausia" "Buglossidium luteum"
"594" "gastropod" "Buglossidium luteum"
"595" "Hyperidae" "Buglossidium luteum"
"596" "Insects" "Buglossidium luteum"
"597" "Notothenia neglecta" "Buglossidium luteum"
"598" "Nototheniops larseni" "Buglossidium luteum"
"599" "Ophidion elongatus" "Buglossidium luteum"
"600" "Pleuragramma antarcticum" "Buglossidium luteum"
"601" "Roundworm" "Buglossidium luteum"
"602" "Schistomysis spiritus" "Buglossidium luteum"
"603" "Theragra chalcogramma" "Buglossidium luteum"
"604" "Thysanoessa inermis" "Buglossidium luteum"
"605" "Thysanoessa macrura" "Buglossidium luteum"
"606" "Thysanoessa raschii" "Buglossidium luteum"
"607" "Thysanoessa spinefera" "Buglossidium luteum"
"608" "Acanthocepola sp." "Buglossidium luteum"
"609" "Ammodytes hexapterus" "Buglossidium luteum"
"610" "Benthosema glaciale" "Buglossidium luteum"
"611" "Carangoides sp." "Buglossidium luteum"
"612" "Ceratoscopelus maderensis" "Buglossidium luteum"
"613" "Chionodraco rastrospinosus" "Buglossidium luteum"
"614" "Cynoglossus sp." "Buglossidium luteum"
"615" "Diaphus garmani" "Buglossidium luteum"
"616" "Hemilepidotus spinosus" "Buglossidium luteum"
"617" "Hygophum benoiti" "Buglossidium luteum"
"618" "Lampanyctus crocodilus" "Buglossidium luteum"
"619" "Lumpenella longirostris" "Buglossidium luteum"
"620" "Lumpenus sagitta" "Buglossidium luteum"
"621" "Merluccius productus" "Buglossidium luteum"
"622" "Myctophum asperum" "Buglossidium luteum"
"623" "Myctophum punctatum" "Buglossidium luteum"
"624" "Notolepis rissoi" "Buglossidium luteum"
"625" "Psychrolutes paradoxus" "Buglossidium luteum"
"626" "Rhamphocottus richardsoni" "Buglossidium luteum"
"627" "Scorpaenodes sp." "Buglossidium luteum"
"628" "Sebastes sp." "Buglossidium luteum"
"629" "Radiolaria" "Calanoid copepodite"
"630" "Appendicularians" "Calanoides acutus"
"631" "bryozoa larvae" "Calanoides acutus"
"632" "calanoid egg" "Calanoides acutus"
"633" "Centropages typicus - nauplius" "Calanoides acutus"
"634" "Clausocalanus sp." "Calanoides acutus"
"635" "Copepod nauplius" "Calanoides acutus"
"636" "Copepoda juv." "Calanoides acutus"
"637" "egg" "Calanoides acutus"
"638" "Limacina helicina" "Calanoides acutus"
"639" "Oithona sp." "Calanoides acutus"
"640" "Oncaea sp." "Calanoides acutus"
"641" "Pteropod" "Calanoides acutus"
"642" "Tintinnid" "Calanoides acutus"
"643" "Unidentified crustacean egg" "Calanoides acutus"
"644" "Copepod nauplius" "Calanus pacificus"
"645" "Copepoda juv." "Calanus pacificus"
"646" "Pteropod" "Calanus pacificus"
"647" "Radiolaria" "Calanus pacificus"
"648" "Appendicularians" "Calanus propinquus"
"649" "calanoid egg" "Calanus propinquus"
"650" "Centropages typicus - nauplius" "Calanus propinquus"
"651" "Clausocalanus sp." "Calanus propinquus"
"652" "Copepod nauplius" "Calanus propinquus"
"653" "Copepoda juv." "Calanus propinquus"
"654" "egg" "Calanus propinquus"
"655" "Limacina helicina" "Calanus propinquus"
"656" "Oithona sp." "Calanus propinquus"
"657" "Pteropod" "Calanus propinquus"
"658" "Tintinnid" "Calanus propinquus"
"659" "Appendicularians" "Calanus sp."
"660" "calanoid egg" "Calanus sp."
"661" "Centropages typicus - nauplius" "Calanus sp."
"662" "Clausocalanus sp." "Calanus sp."
"663" "Copepod nauplius" "Calanus sp."
"664" "Copepoda juv." "Calanus sp."
"665" "egg" "Calanus sp."
"666" "Limacina helicina" "Calanus sp."
"667" "Oithona sp." "Calanus sp."
"668" "Pteropod" "Calanus sp."
"669" "Tintinnid" "Calanus sp."
"670" "amphipod" "Callionymus lyra"
"671" "Benthosema glaciale" "Callionymus lyra"
"672" "Bivalve" "Callionymus lyra"
"673" "Calliopius sp." "Callionymus lyra"
"674" "Copepod copepodite" "Callionymus lyra"
"675" "Copepod egg" "Callionymus lyra"
"676" "copepod nauplius" "Callionymus lyra"
"677" "crustacean larva" "Callionymus lyra"
"678" "E.superba furcilia" "Callionymus lyra"
"679" "Euphausa superba" "Callionymus lyra"
"680" "euphausia" "Callionymus lyra"
"681" "fish larvae" "Callionymus lyra"
"682" "gastropod" "Callionymus lyra"
"683" "Goby" "Callionymus lyra"
"684" "Hyperidae" "Callionymus lyra"
"685" "Insects" "Callionymus lyra"
"686" "Loligo pealei or Illex illecebrosus" "Callionymus lyra"
"687" "Meganyctiphanes norvegica" "Callionymus lyra"
"688" "Notothenia gibberifrons" "Callionymus lyra"
"689" "Notothenia neglecta" "Callionymus lyra"
"690" "Nototheniops larseni" "Callionymus lyra"
"691" "Ophidion elongatus" "Callionymus lyra"
"692" "Pleuragramma antarcticum" "Callionymus lyra"
"693" "Roundworm" "Callionymus lyra"
"694" "Schistomysis spiritus" "Callionymus lyra"
"695" "Themisto pacifica" "Callionymus lyra"
"696" "Theragra chalcogramma" "Callionymus lyra"
"697" "Thysanoessa inermis" "Callionymus lyra"
"698" "Thysanoessa macrura" "Callionymus lyra"
"699" "Thysanoessa raschii" "Callionymus lyra"
"700" "Thysanoessa spinefera" "Callionymus lyra"
"701" "Acanthocepola sp." "Callionymus lyra"
"702" "Ammodytes hexapterus" "Callionymus lyra"
"703" "Anarhichas lupus" "Callionymus lyra"
"704" "Anarhichas minor" "Callionymus lyra"
"705" "Benthosema glaciale" "Callionymus lyra"
"706" "Carangoides sp." "Callionymus lyra"
"707" "Ceratoscopelus maderensis" "Callionymus lyra"
"708" "Chionodraco rastrospinosus" "Callionymus lyra"
"709" "Diaphus garmani" "Callionymus lyra"
"710" "Dicentrarchus labrax" "Callionymus lyra"
"711" "Gilbertidia sigalutes" "Callionymus lyra"
"712" "Hemilepidotus hemilepidotus" "Callionymus lyra"
"713" "Hemilepidotus spinosus" "Callionymus lyra"
"714" "Hygophum benoiti" "Callionymus lyra"
"715" "Lampanyctus crocodilus" "Callionymus lyra"
"716" "Lumpenella longirostris" "Callionymus lyra"
"717" "Lumpenus sagitta" "Callionymus lyra"
"718" "Merluccius productus" "Callionymus lyra"
"719" "Myctophum asperum" "Callionymus lyra"
"720" "Myctophum punctatum" "Callionymus lyra"
"721" "Notolepis rissoi" "Callionymus lyra"
"722" "Oncorhynchus gorbuscha" "Callionymus lyra"
"723" "Psychrolutes paradoxus" "Callionymus lyra"
"724" "Rhamphocottus richardsoni" "Callionymus lyra"
"725" "Scorpaenodes sp." "Callionymus lyra"
"726" "Sebastes sp." "Callionymus lyra"
"727" "amphipod" "Callionymus maculatus"
"728" "Calliopius sp." "Callionymus maculatus"
"729" "Clupea pallasii" "Callionymus maculatus"
"730" "Copepod copepodite" "Callionymus maculatus"
"731" "Copepod egg" "Callionymus maculatus"
"732" "copepod nauplius" "Callionymus maculatus"
"733" "E.superba furcilia" "Callionymus maculatus"
"734" "Eucalanus bungii" "Callionymus maculatus"
"735" "Euphausa superba" "Callionymus maculatus"
"736" "euphausia" "Callionymus maculatus"
"737" "Hyperidae" "Callionymus maculatus"
"738" "Lumpenus sagitta" "Callionymus maculatus"
"739" "Notothenia neglecta" "Callionymus maculatus"
"740" "Nototheniops larseni" "Callionymus maculatus"
"741" "Pleuragramma antarcticum" "Callionymus maculatus"
"742" "Roundworm" "Callionymus maculatus"
"743" "Schistomysis spiritus" "Callionymus maculatus"
"744" "Theragra chalcogramma" "Callionymus maculatus"
"745" "Thysanoessa inermis" "Callionymus maculatus"
"746" "Thysanoessa macrura" "Callionymus maculatus"
"747" "Thysanoessa raschii" "Callionymus maculatus"
"748" "Thysanoessa spinefera" "Callionymus maculatus"
"749" "Acanthocepola sp." "Callionymus maculatus"
"750" "Benthosema glaciale" "Callionymus maculatus"
"751" "Carangoides sp." "Callionymus maculatus"
"752" "Ceratoscopelus maderensis" "Callionymus maculatus"
"753" "Cynoglossus sp." "Callionymus maculatus"
"754" "Diaphus garmani" "Callionymus maculatus"
"755" "Hemilepidotus spinosus" "Callionymus maculatus"
"756" "Hygophum benoiti" "Callionymus maculatus"
"757" "Lampanyctus crocodilus" "Callionymus maculatus"
"758" "Lumpenella longirostris" "Callionymus maculatus"
"759" "Lumpenus sagitta" "Callionymus maculatus"
"760" "Merluccius productus" "Callionymus maculatus"
"761" "Myctophum asperum" "Callionymus maculatus"
"762" "Myctophum punctatum" "Callionymus maculatus"
"763" "Notolepis rissoi" "Callionymus maculatus"
"764" "Rhamphocottus richardsoni" "Callionymus maculatus"
"765" "Scorpaenodes sp." "Callionymus maculatus"
"766" "Sebastes sp." "Callionymus maculatus"
"767" "Amphipod" "Calliopius sp."
"768" "brachyura larvae" "Calliopius sp."
"769" "Calanoid copepodite" "Calliopius sp."
"770" "Calanoides acutus" "Calliopius sp."
"771" "Calanus pacificus" "Calliopius sp."
"772" "Calanus propinquus" "Calliopius sp."
"773" "Calanus sp." "Calliopius sp."
"774" "cladocera" "Calliopius sp."
"775" "Cladocera" "Calliopius sp."
"776" "copepod" "Calliopius sp."
"777" "crab megalope" "Calliopius sp."
"778" "Cyclopoid copepodite" "Calliopius sp."
"779" "Decapod zoea" "Calliopius sp."
"780" "Eucalanus sp." "Calliopius sp."
"781" "Euchaeta sp." "Calliopius sp."
"782" "Euphausid calyptopis" "Calliopius sp."
"783" "Heterorhabdus sp." "Calliopius sp."
"784" "isopod" "Calliopius sp."
"785" "Metridia gerlacei" "Calliopius sp."
"786" "Metridia sp." "Calliopius sp."
"787" "Oikopleura" "Calliopius sp."
"788" "Ostracod" "Calliopius sp."
"789" "Polychaete" "Calliopius sp."
"790" "Rhincalanus gigas" "Calliopius sp."
"791" "Unidentified" "Calliopius sp."
"792" "Unidentified crustacean" "Calliopius sp."
"793" "unidentified invert larva" "Calliopius sp."
"794" "Calliopius sp." "Capros aper"
"795" "Clupea pallasii" "Capros aper"
"796" "Copepod copepodite" "Capros aper"
"797" "Copepod egg" "Capros aper"
"798" "copepod nauplius" "Capros aper"
"799" "E.superba furcilia" "Capros aper"
"800" "Eucalanus bungii" "Capros aper"
"801" "Euphausa superba" "Capros aper"
"802" "Lumpenus sagitta" "Capros aper"
"803" "Notothenia neglecta" "Capros aper"
"804" "Nototheniops larseni" "Capros aper"
"805" "Pleuragramma antarcticum" "Capros aper"
"806" "Roundworm" "Capros aper"
"807" "Schistomysis spiritus" "Capros aper"
"808" "Theragra chalcogramma" "Capros aper"
"809" "Thysanoessa inermis" "Capros aper"
"810" "Thysanoessa macrura" "Capros aper"
"811" "Thysanoessa raschii" "Capros aper"
"812" "Thysanoessa spinefera" "Capros aper"
"813" "Acanthocepola sp." "Capros aper"
"814" "Benthosema glaciale" "Capros aper"
"815" "Carangoides sp." "Capros aper"
"816" "Ceratoscopelus maderensis" "Capros aper"
"817" "Cynoglossus sp." "Capros aper"
"818" "Diaphus garmani" "Capros aper"
"819" "Hemilepidotus spinosus" "Capros aper"
"820" "Hygophum benoiti" "Capros aper"
"821" "Lampanyctus crocodilus" "Capros aper"
"822" "Lumpenella longirostris" "Capros aper"
"823" "Merluccius productus" "Capros aper"
"824" "Myctophum asperum" "Capros aper"
"825" "Myctophum punctatum" "Capros aper"
"826" "Notolepis rissoi" "Capros aper"
"827" "Scorpaenodes sp." "Capros aper"
"828" "Sebastes sp." "Capros aper"
"829" "Radiolaria" "Centropages typicus - copepodite"
"830" "Agonus cataphractus" "Cepola macrophthalma"
"831" "amphipod" "Cepola macrophthalma"
"832" "Arctozenus risso" "Cepola macrophthalma"
"833" "Benthosema glaciale" "Cepola macrophthalma"
"834" "Bivalve" "Cepola macrophthalma"
"835" "Callionymus maculatus" "Cepola macrophthalma"
"836" "Calliopius sp." "Cepola macrophthalma"
"837" "Capros aper" "Cepola macrophthalma"
"838" "Chaetognatha" "Cepola macrophthalma"
"839" "Copepod copepodite" "Cepola macrophthalma"
"840" "copepod nauplius" "Cepola macrophthalma"
"841" "crustacean larva" "Cepola macrophthalma"
"842" "E.superba furcilia" "Cepola macrophthalma"
"843" "Euphausa superba" "Cepola macrophthalma"
"844" "euphausia" "Cepola macrophthalma"
"845" "Euphausid furcilia" "Cepola macrophthalma"
"846" "fish larvae" "Cepola macrophthalma"
"847" "Gadiculus argenteus" "Cepola macrophthalma"
"848" "gastropod" "Cepola macrophthalma"
"849" "Glyptocephalus cynoglossus" "Cepola macrophthalma"
"850" "Goby" "Cepola macrophthalma"
"851" "Gonostomatidae sp." "Cepola macrophthalma"
"852" "Hyperidae" "Cepola macrophthalma"
"853" "Insects" "Cepola macrophthalma"
"854" "Lepidotrigla cavillone" "Cepola macrophthalma"
"855" "Loligo pealei or Illex illecebrosus" "Cepola macrophthalma"
"856" "Maurolicus muelleri" "Cepola macrophthalma"
"857" "Meganyctiphanes norvegica" "Cepola macrophthalma"
"858" "Myctophid" "Cepola macrophthalma"
"859" "Mysidacea" "Cepola macrophthalma"
"860" "Notothenia gibberifrons" "Cepola macrophthalma"
"861" "Notothenia neglecta" "Cepola macrophthalma"
"862" "Nototheniops larseni" "Cepola macrophthalma"
"863" "Ophidion elongatus" "Cepola macrophthalma"
"864" "Paralepididae sp" "Cepola macrophthalma"
"865" "Parathemisto gaudichaudi" "Cepola macrophthalma"
"866" "Pleuragramma antarcticum" "Cepola macrophthalma"
"867" "Rockling" "Cepola macrophthalma"
"868" "Sepiolidae" "Cepola macrophthalma"
"869" "silversides, anchovies and 'other fish prey'" "Cepola macrophthalma"
"870" "Themisto pacifica" "Cepola macrophthalma"
"871" "Thysanoessa macrura" "Cepola macrophthalma"
"872" "Thysanoessa raschii" "Cepola macrophthalma"
"873" "Ammodytes hexapterus" "Cepola macrophthalma"
"874" "Anarhichas lupus" "Cepola macrophthalma"
"875" "Anarhichas minor" "Cepola macrophthalma"
"876" "Chionodraco rastrospinosus" "Cepola macrophthalma"
"877" "Dicentrarchus labrax" "Cepola macrophthalma"
"878" "Gasterosteus aculeatus" "Cepola macrophthalma"
"879" "Gilbertidia sigalutes" "Cepola macrophthalma"
"880" "Hemilepidotus hemilepidotus" "Cepola macrophthalma"
"881" "Hemilepidotus spinosus" "Cepola macrophthalma"
"882" "Hexagrammos decagrammus" "Cepola macrophthalma"
"883" "Lumpenella longirostris" "Cepola macrophthalma"
"884" "Lumpenus sagitta" "Cepola macrophthalma"
"885" "Merluccius productus" "Cepola macrophthalma"
"886" "Myctophum asperum" "Cepola macrophthalma"
"887" "Myctophum punctatum" "Cepola macrophthalma"
"888" "Nototheniops larseni" "Cepola macrophthalma"
"889" "Oncorhynchus gorbuscha" "Cepola macrophthalma"
"890" "Ophiodon elongatus" "Cepola macrophthalma"
"891" "Pleuragramma antarcticum" "Cepola macrophthalma"
"892" "Psychrolutes paradoxus" "Cepola macrophthalma"
"893" "Rhamphocottus richardsoni" "Cepola macrophthalma"
"894" "Sebastes sp." "Cepola macrophthalma"
"895" "Theragra chalcogramma" "Cepola macrophthalma"
"896" "amphipod" "Ceratoscopelus maderensis"
"897" "Bivalve" "Ceratoscopelus maderensis"
"898" "Calliopius sp." "Ceratoscopelus maderensis"
"899" "Clupea pallasii" "Ceratoscopelus maderensis"
"900" "Copepod copepodite" "Ceratoscopelus maderensis"
"901" "Copepod egg" "Ceratoscopelus maderensis"
"902" "copepod nauplius" "Ceratoscopelus maderensis"
"903" "E.superba furcilia" "Ceratoscopelus maderensis"
"904" "Eucalanus bungii" "Ceratoscopelus maderensis"
"905" "Euphausa superba" "Ceratoscopelus maderensis"
"906" "euphausia" "Ceratoscopelus maderensis"
"907" "gastropod" "Ceratoscopelus maderensis"
"908" "Hyperidae" "Ceratoscopelus maderensis"
"909" "Lumpenus sagitta" "Ceratoscopelus maderensis"
"910" "Notothenia neglecta" "Ceratoscopelus maderensis"
"911" "Nototheniops larseni" "Ceratoscopelus maderensis"
"912" "Ophidion elongatus" "Ceratoscopelus maderensis"
"913" "Pleuragramma antarcticum" "Ceratoscopelus maderensis"
"914" "Roundworm" "Ceratoscopelus maderensis"
"915" "Schistomysis spiritus" "Ceratoscopelus maderensis"
"916" "Theragra chalcogramma" "Ceratoscopelus maderensis"
"917" "Thysanoessa inermis" "Ceratoscopelus maderensis"
"918" "Thysanoessa macrura" "Ceratoscopelus maderensis"
"919" "Thysanoessa raschii" "Ceratoscopelus maderensis"
"920" "Thysanoessa spinefera" "Ceratoscopelus maderensis"
"921" "Acanthocepola sp." "Ceratoscopelus maderensis"
"922" "Ammodytes hexapterus" "Ceratoscopelus maderensis"
"923" "Benthosema glaciale" "Ceratoscopelus maderensis"
"924" "Carangoides sp." "Ceratoscopelus maderensis"
"925" "Ceratoscopelus maderensis" "Ceratoscopelus maderensis"
"926" "Cynoglossus sp." "Ceratoscopelus maderensis"
"927" "Diaphus garmani" "Ceratoscopelus maderensis"
"928" "Hemilepidotus spinosus" "Ceratoscopelus maderensis"
"929" "Hygophum benoiti" "Ceratoscopelus maderensis"
"930" "Lampanyctus crocodilus" "Ceratoscopelus maderensis"
"931" "Lumpenella longirostris" "Ceratoscopelus maderensis"
"932" "Lumpenus sagitta" "Ceratoscopelus maderensis"
"933" "Merluccius productus" "Ceratoscopelus maderensis"
"934" "Myctophum asperum" "Ceratoscopelus maderensis"
"935" "Myctophum punctatum" "Ceratoscopelus maderensis"
"936" "Notolepis rissoi" "Ceratoscopelus maderensis"
"937" "Rhamphocottus richardsoni" "Ceratoscopelus maderensis"
"938" "Scorpaenodes sp." "Ceratoscopelus maderensis"
"939" "Sebastes sp." "Ceratoscopelus maderensis"
"940" "Calliopius sp." "Chaetognatha"
"941" "Clupea pallasii" "Chaetognatha"
"942" "Copepod copepodite" "Chaetognatha"
"943" "Copepod egg" "Chaetognatha"
"944" "copepod nauplius" "Chaetognatha"
"945" "Eucalanus bungii" "Chaetognatha"
"946" "Lumpenus sagitta" "Chaetognatha"
"947" "Pleuragramma antarcticum" "Chaetognatha"
"948" "Rhincalanus gigas" "Chaetognatha"
"949" "Roundworm" "Chaetognatha"
"950" "Schistomysis spiritus" "Chaetognatha"
"951" "Theragra chalcogramma" "Chaetognatha"
"952" "Thysanoessa inermis" "Chaetognatha"
"953" "Thysanoessa spinefera" "Chaetognatha"
"954" "Acanthocepola sp." "Chaetognatha"
"955" "Benthosema glaciale" "Chaetognatha"
"956" "Carangoides sp." "Chaetognatha"
"957" "Ceratoscopelus maderensis" "Chaetognatha"
"958" "Cynoglossus sp." "Chaetognatha"
"959" "Diaphus garmani" "Chaetognatha"
"960" "Hygophum benoiti" "Chaetognatha"
"961" "Lampanyctus crocodilus" "Chaetognatha"
"962" "Lumpenella longirostris" "Chaetognatha"
"963" "Merluccius productus" "Chaetognatha"
"964" "Myctophum asperum" "Chaetognatha"
"965" "Myctophum punctatum" "Chaetognatha"
"966" "Notolepis rissoi" "Chaetognatha"
"967" "Scorpaenodes sp." "Chaetognatha"
"968" "Sebastes sp." "Chaetognatha"
"969" "Agonus cataphractus" "Chiroteuthis sp"
"970" "amphipod" "Chiroteuthis sp"
"971" "Arctozenus risso" "Chiroteuthis sp"
"972" "Benthosema glaciale" "Chiroteuthis sp"
"973" "Bivalve" "Chiroteuthis sp"
"974" "Calliopius sp." "Chiroteuthis sp"
"975" "Capros aper" "Chiroteuthis sp"
"976" "Chaetognatha" "Chiroteuthis sp"
"977" "Copepod copepodite" "Chiroteuthis sp"
"978" "copepod nauplius" "Chiroteuthis sp"
"979" "crustacean larva" "Chiroteuthis sp"
"980" "E.superba furcilia" "Chiroteuthis sp"
"981" "Euphausa superba" "Chiroteuthis sp"
"982" "euphausia" "Chiroteuthis sp"
"983" "Euphausid furcilia" "Chiroteuthis sp"
"984" "fish larvae" "Chiroteuthis sp"
"985" "gastropod" "Chiroteuthis sp"
"986" "Glyptocephalus cynoglossus" "Chiroteuthis sp"
"987" "Goby" "Chiroteuthis sp"
"988" "Gonostomatidae sp." "Chiroteuthis sp"
"989" "Hyperidae" "Chiroteuthis sp"
"990" "Insects" "Chiroteuthis sp"
"991" "Lepidotrigla cavillone" "Chiroteuthis sp"
"992" "Loligo pealei or Illex illecebrosus" "Chiroteuthis sp"
"993" "Maurolicus muelleri" "Chiroteuthis sp"
