Source;Target
Thysanoessa spinefera;unidentified squid
Acanthocepola sp.;unidentified squid
Ammodytes hexapterus;unidentified squid
Anarhichas lupus;unidentified squid
Benthosema glaciale;unidentified squid
Carangoides sp.;unidentified squid
Ceratoscopelus maderensis;unidentified squid
Chionodraco rastrospinosus;unidentified squid
Cynoglossus sp.;unidentified squid
Diaphus garmani;unidentified squid
Hemilepidotus spinosus;unidentified squid
Hygophum benoiti;unidentified squid
Lampanyctus crocodilus;unidentified squid
Lumpenella longirostris;unidentified squid
Lumpenus sagitta;unidentified squid
Merluccius productus;unidentified squid
Myctophum asperum;unidentified squid
Myctophum punctatum;unidentified squid
Notolepis rissoi;unidentified squid
Oncorhynchus gorbuscha;unidentified squid
Psychrolutes paradoxus;unidentified squid
Rhamphocottus richardsoni;unidentified squid
Scorpaenodes sp.;unidentified squid
Sebastes sp.;unidentified squid
Amphipod;Acanthocepola sp.
Appendicularians house;Acanthocepola sp.
brachyura larvae;Acanthocepola sp.
Calanoid copepodite;Acanthocepola sp.
Calanoides acutus;Acanthocepola sp.
Calanus pacificus;Acanthocepola sp.
Calanus propinquus;Acanthocepola sp.
Calanus sp.;Acanthocepola sp.
Centropages typicus - copepodite;Acanthocepola sp.
cladocera;Acanthocepola sp.
Cladocera;Acanthocepola sp.
copepod;Acanthocepola sp.
Corycaeus sp.;Acanthocepola sp.
crab megalope;Acanthocepola sp.
Ctenocalanus sp.;Acanthocepola sp.
Cyclopoid copepodite;Acanthocepola sp.
Decapod zoea;Acanthocepola sp.
E. superba eggs;Acanthocepola sp.
E. superba nauplius;Acanthocepola sp.
Eucalanus sp.;Acanthocepola sp.
Euchaeta sp.;Acanthocepola sp.
Euphausid calyptopis;Acanthocepola sp.
fish eggs;Acanthocepola sp.
Heterorhabdus sp.;Acanthocepola sp.
isopod;Acanthocepola sp.
Medusa;Acanthocepola sp.
Metridia gerlacei;Acanthocepola sp.
Metridia sp.;Acanthocepola sp.
Oikopleura;Acanthocepola sp.
Ostracod;Acanthocepola sp.
Polychaete;Acanthocepola sp.
Protozoa;Acanthocepola sp.
Rhincalanus gigas;Acanthocepola sp.
Unidentified;Acanthocepola sp.
Unidentified crustacean;Acanthocepola sp.
unidentified invert larva;Acanthocepola sp.
Calanoides acutus;Ammodytes hexapterus
Calanus pacificus;Ammodytes hexapterus
Calanus propinquus;Ammodytes hexapterus
Calanus sp.;Ammodytes hexapterus
cladocera;Ammodytes hexapterus
Clupea pallasii;Ammodytes hexapterus
copepod;Ammodytes hexapterus
Copepod egg;Ammodytes hexapterus
crab megalope;Ammodytes hexapterus
Cyclopoid copepodite;Ammodytes hexapterus
Decapod zoea;Ammodytes hexapterus
Eucalanus bungii;Ammodytes hexapterus
Eucalanus sp.;Ammodytes hexapterus
Euchaeta sp.;Ammodytes hexapterus
isopod;Ammodytes hexapterus
Lumpenus sagitta;Ammodytes hexapterus
Metridia gerlacei;Ammodytes hexapterus
Metridia sp.;Ammodytes hexapterus
Oikopleura;Ammodytes hexapterus
Ostracod;Ammodytes hexapterus
Rhincalanus gigas;Ammodytes hexapterus
Schistomysis spiritus;Ammodytes hexapterus
Unidentified;Ammodytes hexapterus
Unidentified crustacean;Ammodytes hexapterus
Cynoglossus sp.;Ammodytes hexapterus
Lampanyctus crocodilus;Ammodytes hexapterus
Notolepis rissoi;Ammodytes hexapterus
Calanoides acutus;Anarhichas lupus
Calanus pacificus;Anarhichas lupus
Calanus propinquus;Anarhichas lupus
Calanus sp.;Anarhichas lupus
cladocera;Anarhichas lupus
Clupea pallasii;Anarhichas lupus
copepod;Anarhichas lupus
Copepod egg;Anarhichas lupus
crab megalope;Anarhichas lupus
Cyclopoid copepodite;Anarhichas lupus
Decapod zoea;Anarhichas lupus
Eucalanus bungii;Anarhichas lupus
Euchaeta sp.;Anarhichas lupus
isopod;Anarhichas lupus
Lumpenus sagitta;Anarhichas lupus
Metridia gerlacei;Anarhichas lupus
Oikopleura;Anarhichas lupus
Ostracod;Anarhichas lupus
Rhincalanus gigas;Anarhichas lupus
Schistomysis spiritus;Anarhichas lupus
Thysanoessa inermis;Anarhichas lupus
Ceratoscopelus maderensis;Anarhichas lupus
Cynoglossus sp.;Anarhichas lupus
Lampanyctus crocodilus;Anarhichas lupus
Notolepis rissoi;Anarhichas lupus
Calanoides acutus;Anarhichas minor
Calanus propinquus;Anarhichas minor
Calanus sp.;Anarhichas minor
Clupea pallasii;Anarhichas minor
copepod;Anarhichas minor
Copepod egg;Anarhichas minor
crab megalope;Anarhichas minor
Decapod zoea;Anarhichas minor
Eucalanus bungii;Anarhichas minor
isopod;Anarhichas minor
Lumpenus sagitta;Anarhichas minor
Rhincalanus gigas;Anarhichas minor
Roundworm;Anarhichas minor
Schistomysis spiritus;Anarhichas minor
Thysanoessa inermis;Anarhichas minor
Thysanoessa spinefera;Anarhichas minor
Benthosema glaciale;Anarhichas minor
Carangoides sp.;Anarhichas minor
Ceratoscopelus maderensis;Anarhichas minor
Cynoglossus sp.;Anarhichas minor
Diaphus garmani;Anarhichas minor
Lampanyctus crocodilus;Anarhichas minor
Notolepis rissoi;Anarhichas minor
amphipod;Arnoglossus imperialis
Benthosema glaciale;Arnoglossus imperialis
Bivalve;Arnoglossus imperialis
Calliopius sp.;Arnoglossus imperialis
Copepod copepodite;Arnoglossus imperialis
Copepod egg;Arnoglossus imperialis
copepod nauplius;Arnoglossus imperialis
crustacean larva;Arnoglossus imperialis
E.superba furcilia;Arnoglossus imperialis
Euphausa superba;Arnoglossus imperialis
euphausia;Arnoglossus imperialis
fish larvae;Arnoglossus imperialis
gastropod;Arnoglossus imperialis
Glyptocephalus cynoglossus;Arnoglossus imperialis
Goby;Arnoglossus imperialis
Hyperidae;Arnoglossus imperialis
Insects;Arnoglossus imperialis
Loligo pealei or Illex illecebrosus;Arnoglossus imperialis
Maurolicus muelleri;Arnoglossus imperialis
Meganyctiphanes norvegica;Arnoglossus imperialis
Notothenia gibberifrons;Arnoglossus imperialis
Notothenia neglecta;Arnoglossus imperialis
Nototheniops larseni;Arnoglossus imperialis
Ophidion elongatus;Arnoglossus imperialis
Pleuragramma antarcticum;Arnoglossus imperialis
Roundworm;Arnoglossus imperialis
Themisto pacifica;Arnoglossus imperialis
Theragra chalcogramma;Arnoglossus imperialis
Thysanoessa inermis;Arnoglossus imperialis
Thysanoessa macrura;Arnoglossus imperialis
Thysanoessa raschii;Arnoglossus imperialis
Thysanoessa spinefera;Arnoglossus imperialis
Acanthocepola sp.;Arnoglossus imperialis
Ammodytes hexapterus;Arnoglossus imperialis
Anarhichas lupus;Arnoglossus imperialis
Anarhichas minor;Arnoglossus imperialis
Benthosema glaciale;Arnoglossus imperialis
Carangoides sp.;Arnoglossus imperialis
Ceratoscopelus maderensis;Arnoglossus imperialis
Chionodraco rastrospinosus;Arnoglossus imperialis
Diaphus garmani;Arnoglossus imperialis
Dicentrarchus labrax;Arnoglossus imperialis
Gilbertidia sigalutes;Arnoglossus imperialis
Hemilepidotus hemilepidotus;Arnoglossus imperialis
Hemilepidotus spinosus;Arnoglossus imperialis
Hygophum benoiti;Arnoglossus imperialis
Lumpenella longirostris;Arnoglossus imperialis
Lumpenus sagitta;Arnoglossus imperialis
Merluccius productus;Arnoglossus imperialis
Myctophum asperum;Arnoglossus imperialis
Myctophum punctatum;Arnoglossus imperialis
Nototheniops larseni;Arnoglossus imperialis
Oncorhynchus gorbuscha;Arnoglossus imperialis
Ophiodon elongatus;Arnoglossus imperialis
Pleuragramma antarcticum;Arnoglossus imperialis
Psychrolutes paradoxus;Arnoglossus imperialis
Rhamphocottus richardsoni;Arnoglossus imperialis
Scorpaenodes sp.;Arnoglossus imperialis
Sebastes sp.;Arnoglossus imperialis
Agonus cataphractus;Aspitrigla cuculus
amphipod;Aspitrigla cuculus
Arctozenus risso;Aspitrigla cuculus
Benthosema glaciale;Aspitrigla cuculus
Bivalve;Aspitrigla cuculus
Callionymus maculatus;Aspitrigla cuculus
Calliopius sp.;Aspitrigla cuculus
Capros aper;Aspitrigla cuculus
Ceratoscopelus maderensis;Aspitrigla cuculus
Chaetognatha;Aspitrigla cuculus
Copepod copepodite;Aspitrigla cuculus
copepod nauplius;Aspitrigla cuculus
crustacean larva;Aspitrigla cuculus
Deltentosteus quadrimaculatus;Aspitrigla cuculus
E.superba furcilia;Aspitrigla cuculus
Euphausa superba;Aspitrigla cuculus
euphausia;Aspitrigla cuculus
Euphausid furcilia;Aspitrigla cuculus
fish larvae;Aspitrigla cuculus
Gadiculus argenteus;Aspitrigla cuculus
Gadiculus sp.;Aspitrigla cuculus
Gaidropsarus sp.;Aspitrigla cuculus
gastropod;Aspitrigla cuculus
Glyptocephalus cynoglossus;Aspitrigla cuculus
Goby;Aspitrigla cuculus
Gonostomatidae sp.;Aspitrigla cuculus
Hyperidae;Aspitrigla cuculus
Insects;Aspitrigla cuculus
Lepidotrigla cavillone;Aspitrigla cuculus
Loligo pealei or Illex illecebrosus;Aspitrigla cuculus
Maurolicus muelleri;Aspitrigla cuculus
Meganyctiphanes norvegica;Aspitrigla cuculus
Myctophid;Aspitrigla cuculus
Mysidacea;Aspitrigla cuculus
Notothenia gibberifrons;Aspitrigla cuculus
Notothenia neglecta;Aspitrigla cuculus
Nototheniops larseni;Aspitrigla cuculus
Ophidion elongatus;Aspitrigla cuculus
Paralepididae sp;Aspitrigla cuculus
Parathemisto gaudichaudi;Aspitrigla cuculus
Pleuragramma antarcticum;Aspitrigla cuculus
Rockling;Aspitrigla cuculus
Scyliorhinus canicula;Aspitrigla cuculus
Sepiolidae;Aspitrigla cuculus
silversides, anchovies and 'other fish prey';Aspitrigla cuculus
Themisto pacifica;Aspitrigla cuculus
Thysanoessa macrura;Aspitrigla cuculus
Thysanoessa raschii;Aspitrigla cuculus
Ammodytes hexapterus;Aspitrigla cuculus
Anarhichas lupus;Aspitrigla cuculus
Anarhichas minor;Aspitrigla cuculus
Chionodraco rastrospinosus;Aspitrigla cuculus
Dicentrarchus labrax;Aspitrigla cuculus
Gasterosteus aculeatus;Aspitrigla cuculus
Gilbertidia sigalutes;Aspitrigla cuculus
Hemilepidotus hemilepidotus;Aspitrigla cuculus
Hemilepidotus spinosus;Aspitrigla cuculus
Hexagrammos decagrammus;Aspitrigla cuculus
Lumpenella longirostris;Aspitrigla cuculus
Lumpenus sagitta;Aspitrigla cuculus
Merluccius productus;Aspitrigla cuculus
Myctophum asperum;Aspitrigla cuculus
Myctophum punctatum;Aspitrigla cuculus
Nototheniops larseni;Aspitrigla cuculus
Oncorhynchus gorbuscha;Aspitrigla cuculus
Oncorhynchus keta;Aspitrigla cuculus
Ophiodon elongatus;Aspitrigla cuculus
Pleuragramma antarcticum;Aspitrigla cuculus
Psychrolutes paradoxus;Aspitrigla cuculus
Rhamphocottus richardsoni;Aspitrigla cuculus
Sebastes sp.;Aspitrigla cuculus
Theragra chalcogramma;Aspitrigla cuculus
Amphipod;Benthosema glaciale
Appendicularians house;Benthosema glaciale
brachyura larvae;Benthosema glaciale
bryozoa larvae;Benthosema glaciale
Calanoid copepodite;Benthosema glaciale
Calanus pacificus;Benthosema glaciale
Calanus propinquus;Benthosema glaciale
Calanus sp.;Benthosema glaciale
Centropages typicus - copepodite;Benthosema glaciale
cladocera;Benthosema glaciale
Cladocera;Benthosema glaciale
Corycaeus sp.;Benthosema glaciale
Ctenocalanus sp.;Benthosema glaciale
Cyclopoid copepodite;Benthosema glaciale
E. superba eggs;Benthosema glaciale
E. superba nauplius;Benthosema glaciale
Eucalanus sp.;Benthosema glaciale
Euchaeta sp.;Benthosema glaciale
Euphausid calyptopis;Benthosema glaciale
fish eggs;Benthosema glaciale
Harpacticoid;Benthosema glaciale
Heterorhabdus sp.;Benthosema glaciale
isopod;Benthosema glaciale
Medusa;Benthosema glaciale
Metridia gerlacei;Benthosema glaciale
Metridia sp.;Benthosema glaciale
Microcalanus pygmaeus;Benthosema glaciale
Nauplius;Benthosema glaciale
Oikopleura;Benthosema glaciale
Oithona sp.;Benthosema glaciale
Oncaea sp.;Benthosema glaciale
Ostracod;Benthosema glaciale
Polychaete;Benthosema glaciale
Protozoa;Benthosema glaciale
Stephus longipes;Benthosema glaciale
Tintinnid;Benthosema glaciale
Unidentified;Benthosema glaciale
Unidentified crustacean;Benthosema glaciale
Unidentified crustacean egg;Benthosema glaciale
unidentified invert larva;Benthosema glaciale
Amphipod;Carangoides sp.
Appendicularians house;Carangoides sp.
brachyura larvae;Carangoides sp.
bryozoa larvae;Carangoides sp.
Calanoid copepodite;Carangoides sp.
Calanoides acutus;Carangoides sp.
Calanus pacificus;Carangoides sp.
Calanus propinquus;Carangoides sp.
Calanus sp.;Carangoides sp.
Centropages typicus - copepodite;Carangoides sp.
cladocera;Carangoides sp.
Cladocera;Carangoides sp.
copepod;Carangoides sp.
Corycaeus sp.;Carangoides sp.
crab megalope;Carangoides sp.
Ctenocalanus sp.;Carangoides sp.
Cyclopoid copepodite;Carangoides sp.
E. superba eggs;Carangoides sp.
E. superba nauplius;Carangoides sp.
Eucalanus sp.;Carangoides sp.
Euchaeta sp.;Carangoides sp.
Euphausid calyptopis;Carangoides sp.
fish eggs;Carangoides sp.
Harpacticoid;Carangoides sp.
Heterorhabdus sp.;Carangoides sp.
isopod;Carangoides sp.
Medusa;Carangoides sp.
Metridia gerlacei;Carangoides sp.
Metridia sp.;Carangoides sp.
Microcalanus pygmaeus;Carangoides sp.
Nauplius;Carangoides sp.
Oikopleura;Carangoides sp.
Oncaea sp.;Carangoides sp.
Ostracod;Carangoides sp.
Polychaete;Carangoides sp.
Protozoa;Carangoides sp.
Stephus longipes;Carangoides sp.
Unidentified;Carangoides sp.
Unidentified crustacean;Carangoides sp.
Unidentified crustacean egg;Carangoides sp.
unidentified invert larva;Carangoides sp.
Agonus cataphractus;Carcharhinus brevipinna
Ammodytes sp.;Carcharhinus brevipinna
Ancistroteuthis lichtensteini;Carcharhinus brevipinna
Arctozenus risso;Carcharhinus brevipinna
Argentina sphyraena;Carcharhinus brevipinna
Buglossidium luteum;Carcharhinus brevipinna
Callionymus lyra;Carcharhinus brevipinna
Callionymus maculatus;Carcharhinus brevipinna
Capros aper;Carcharhinus brevipinna
Cepola macrophthalma;Carcharhinus brevipinna
Ceratoscopelus maderensis;Carcharhinus brevipinna
Chaetognatha;Carcharhinus brevipinna
Chiroteuthis sp;Carcharhinus brevipinna
Clupea harengus;Carcharhinus brevipinna
Clupeoid;Carcharhinus brevipinna
crustacean;Carcharhinus brevipinna
Cubiceps gracilis;Carcharhinus brevipinna
Deltentosteus quadrimaculatus;Carcharhinus brevipinna
Engraulis encrassicolus;Carcharhinus brevipinna
Euphausid furcilia;Carcharhinus brevipinna
fish;Carcharhinus brevipinna
fish unidentified;Carcharhinus brevipinna
flatfish;Carcharhinus brevipinna
Funchalia woodwardii;Carcharhinus brevipinna
Gadiculus argenteus;Carcharhinus brevipinna
Gadiculus sp.;Carcharhinus brevipinna
Gadoid;Carcharhinus brevipinna
Gaidropsarus sp.;Carcharhinus brevipinna
Gaidropsarus vulgaris;Carcharhinus brevipinna
Galiteuthis armata;Carcharhinus brevipinna
gelatinous;Carcharhinus brevipinna
Glyptocephalus cynoglossus;Carcharhinus brevipinna
Gonatus steenstrupi;Carcharhinus brevipinna
Gonostomatidae sp.;Carcharhinus brevipinna
Gurnard;Carcharhinus brevipinna
Hatchet fish;Carcharhinus brevipinna
Hippoglossoides platessoides;Carcharhinus brevipinna
Histioteuthis reversa;Carcharhinus brevipinna
Lepidorhombus whiffiagonis;Carcharhinus brevipinna
Lepidotrigla cavillone;Carcharhinus brevipinna
Limanda limanda;Carcharhinus brevipinna
Lobianchia gemellari;Carcharhinus brevipinna
Macroparalepis affinis;Carcharhinus brevipinna
Mastigoteuthis sp;Carcharhinus brevipinna
Maurolicus muelleri;Carcharhinus brevipinna
Merlangius merlangus;Carcharhinus brevipinna
Merluccius merluccius;Carcharhinus brevipinna
Microchirus variegatus;Carcharhinus brevipinna
Micromesistius potassou;Carcharhinus brevipinna
Microstomus kitt;Carcharhinus brevipinna
Myctophid;Carcharhinus brevipinna
Myctophum punctatum;Carcharhinus brevipinna
Mysidacea;Carcharhinus brevipinna
Notoscopelus kroeyeri;Carcharhinus brevipinna
Octopoteuthis sp;Carcharhinus brevipinna
Onychoteuthis banksi;Carcharhinus brevipinna
Paralepididae sp;Carcharhinus brevipinna
Parathemisto gaudichaudi;Carcharhinus brevipinna
Peprilus triacanthus;Carcharhinus brevipinna
Rockling;Carcharhinus brevipinna
Sardina pilchardus;Carcharhinus brevipinna
Scaldfish;Carcharhinus brevipinna
Scomber scombrus;Carcharhinus brevipinna
Scomber scrombus;Carcharhinus brevipinna
Scomberesox saurus;Carcharhinus brevipinna
Scyliorhinus canicula;Carcharhinus brevipinna
Sepiolidae;Carcharhinus brevipinna
Serranus hepatus;Carcharhinus brevipinna
silversides, anchovies and 'other fish prey';Carcharhinus brevipinna
Spicara flexuosa;Carcharhinus brevipinna
Sprattus sprattus;Carcharhinus brevipinna
squid unidentified;Carcharhinus brevipinna
Symbolophorus veranyi;Carcharhinus brevipinna
teleosts/molluscs/crustaceans;Carcharhinus brevipinna
Trachurus sp.;Carcharhinus brevipinna
Trachurus trachurus;Carcharhinus brevipinna
Trigla lyra;Carcharhinus brevipinna
Trisopterus esmarkii;Carcharhinus brevipinna
Trisopterus luscus;Carcharhinus brevipinna
Trisopterus minutus;Carcharhinus brevipinna
Trisopterus sp.;Carcharhinus brevipinna
unidentified invertebrate;Carcharhinus brevipinna
unidentified squid;Carcharhinus brevipinna
Arnoglossus imperialis;Carcharhinus brevipinna
Aspitrigla cuculus;Carcharhinus brevipinna
Clupea harengus;Carcharhinus brevipinna
Clupea pallasii;Carcharhinus brevipinna
Eutrigla gurnardus;Carcharhinus brevipinna
Gasterosteus aculeatus;Carcharhinus brevipinna
Hexagrammos decagrammus;Carcharhinus brevipinna
Hypomesus pretiosus;Carcharhinus brevipinna
Loligo pealeii;Carcharhinus brevipinna
Merluccius bilinearis;Carcharhinus brevipinna
Micromesistius poutassou;Carcharhinus brevipinna
Nototheniops larseni;Carcharhinus brevipinna
Oncorhynchus keta;Carcharhinus brevipinna
Oncorhynchus nerka;Carcharhinus brevipinna
Ophiodon elongatus;Carcharhinus brevipinna
Pleuragramma antarcticum;Carcharhinus brevipinna
Thaleichthys pacificus;Carcharhinus brevipinna
Theragra chalcogramma;Carcharhinus brevipinna
Trachurus trachurus;Carcharhinus brevipinna
Trisopterus minutus;Carcharhinus brevipinna
Urophycis regia;Carcharhinus brevipinna
Agonus cataphractus;Carcharhinus isodon
Ammodytes sp.;Carcharhinus isodon
Ancistroteuthis lichtensteini;Carcharhinus isodon
Arctozenus risso;Carcharhinus isodon
Argentina sphyraena;Carcharhinus isodon
Buglossidium luteum;Carcharhinus isodon
Callionymus lyra;Carcharhinus isodon
Callionymus maculatus;Carcharhinus isodon
Capros aper;Carcharhinus isodon
Cepola macrophthalma;Carcharhinus isodon
Ceratoscopelus maderensis;Carcharhinus isodon
Chaetognatha;Carcharhinus isodon
